Scan REF	AF14.CEL	AF14.CEL	AF15.CEL	AF15.CEL	AF16.CEL	AF16.CEL	AF6.CEL	AF6.CEL	AF7.CEL	AF7.CEL	AF8.CEL	AF8.CEL
Composite Element REF	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call
Affymetrix:CompositeSequence:HG-U133A_2:220756_s_at	2.734620569	A	2.730037519	A	2.716940478	A	2.680965707	A	2.733245485	A	2.721086771	A
Affymetrix:CompositeSequence:HG-U133A_2:220757_s_at	5.18812271	P	5.45515592	P	5.175280691	P	4.935400931	P	5.20130074	P	5.473862895	P
Affymetrix:CompositeSequence:HG-U133A_2:220758_s_at	2.250393197	A	2.264307237	A	2.247079604	A	2.237041261	A	2.264529752	A	2.244772667	A
Affymetrix:CompositeSequence:HG-U133A_2:220759_at	2.414475426	A	2.428257995	A	2.407925321	A	2.387278877	A	2.436344973	A	2.405142907	A
Affymetrix:CompositeSequence:HG-U133A_2:220760_x_at	4.409550765	M	4.421587237	P	4.409576547	A	4.372517901	A	4.425356159	P	4.40425437	P
Affymetrix:CompositeSequence:HG-U133A_2:220761_s_at	7.545521103	P	6.976577519	P	7.370995671	P	7.313182211	P	6.804449882	P	7.299704371	P
Affymetrix:CompositeSequence:HG-U133A_2:220762_s_at	7.007971237	P	6.618787596	P	7.201760211	P	6.797166662	P	6.160045982	P	6.816404799	P
Affymetrix:CompositeSequence:HG-U133A_2:220763_at	2.203428732	A	2.222939332	A	2.212005385	A	2.198970174	A	2.220731743	A	2.206262892	A
Affymetrix:CompositeSequence:HG-U133A_2:220764_at	5.125952507	P	5.103480585	P	5.092862711	P	5.082733214	P	5.118092229	P	5.100023665	P
Affymetrix:CompositeSequence:HG-U133A_2:220765_s_at	2.000251212	A	2.015875439	A	1.996915624	A	1.985348649	A	2.013225789	A	1.993395216	A
Affymetrix:CompositeSequence:HG-U133A_2:220766_at	2.10726864	A	2.124382984	A	2.104515198	A	2.082501971	A	2.126833094	A	2.09879261	A
Affymetrix:CompositeSequence:HG-U133A_2:220767_at	2.029597661	A	2.044064573	A	2.025449894	A	2.013657214	A	2.042348932	A	2.020930002	A
Affymetrix:CompositeSequence:HG-U133A_2:220768_s_at	9.277856368	P	9.514073768	P	8.988526153	P	9.098676585	P	9.065665632	P	8.904020886	P
Affymetrix:CompositeSequence:HG-U133A_2:220769_s_at	2.405731353	P	2.416399974	A	2.392609261	P	2.380827586	A	2.415508943	A	2.38730069	A
Affymetrix:CompositeSequence:HG-U133A_2:220770_s_at	6.366221494	P	6.473632346	P	6.436112944	P	6.207510763	P	5.934733833	P	6.105342166	P
Affymetrix:CompositeSequence:HG-U133A_2:220771_at	3.216168255	A	3.235187477	A	3.19245293	A	3.201498128	A	3.22329963	A	3.281540909	A
Affymetrix:CompositeSequence:HG-U133A_2:220772_at	2.776134145	A	2.797561166	A	2.759411694	A	2.735941578	A	2.794298883	A	2.759842078	A
Affymetrix:CompositeSequence:HG-U133A_2:220773_s_at	7.602306483	P	7.070840565	P	7.224087367	P	7.566803705	P	6.913904259	P	7.206738471	P
Affymetrix:CompositeSequence:HG-U133A_2:220774_at	2.720088557	A	2.744479111	M	2.705309308	A	2.687653567	A	2.746820457	P	2.706688234	A
Affymetrix:CompositeSequence:HG-U133A_2:220775_s_at	7.447928398	P	7.346476733	P	7.385394881	P	7.027625112	P	7.595794562	P	7.149870654	P
Affymetrix:CompositeSequence:HG-U133A_2:220776_at	2.598284717	A	2.621924101	P	2.547206349	M	2.87242624	P	2.609215007	P	2.592288808	P
Affymetrix:CompositeSequence:HG-U133A_2:220777_at	2.085622328	A	2.098991329	A	2.083427877	A	2.066496968	A	2.102002499	A	2.079811255	A
Affymetrix:CompositeSequence:HG-U133A_2:220778_x_at	2.137524229	A	2.151027303	A	2.137982886	A	2.11174506	A	2.151063707	A	2.131553288	A
Affymetrix:CompositeSequence:HG-U133A_2:220779_at	1.985971628	A	1.999890907	A	1.987594908	A	1.976777119	A	2.000278416	A	1.982883091	A
Affymetrix:CompositeSequence:HG-U133A_2:220780_at	2.289303858	A	2.300926635	A	2.285076399	A	2.267926888	A	2.302766185	A	2.28212571	A
Affymetrix:CompositeSequence:HG-U133A_2:220781_at	2.358980565	A	2.374559735	A	2.354795655	A	2.329989318	A	2.376086859	A	2.352476864	A
Affymetrix:CompositeSequence:HG-U133A_2:220782_x_at	2.527746315	A	2.535856601	A	2.527432974	A	2.51012104	A	2.538549582	A	2.521861237	A
Affymetrix:CompositeSequence:HG-U133A_2:220783_at	2.037669515	A	2.052419365	A	2.033701029	M	2.009447386	A	2.058593449	A	2.02970166	A
Affymetrix:CompositeSequence:HG-U133A_2:220784_s_at	2.541732334	A	2.558707983	A	2.535156545	A	2.504141249	A	2.566024591	A	2.532316076	A
Affymetrix:CompositeSequence:HG-U133A_2:220785_at	2.354527328	A	2.36849694	A	2.350214103	A	2.33462848	A	2.371409773	A	2.347627453	A
Affymetrix:CompositeSequence:HG-U133A_2:220786_s_at	2.821633249	A	2.838470561	A	2.804059981	A	2.802481975	A	2.849438509	A	2.807504278	A
Affymetrix:CompositeSequence:HG-U133A_2:220787_at	2.591122036	A	2.613395122	A	2.577030072	A	2.545614481	A	2.619707027	A	2.577441306	A
Affymetrix:CompositeSequence:HG-U133A_2:220788_s_at	4.809959245	M	5.327191284	P	5.52244874	P	5.070650717	P	5.095861453	P	4.311181569	P
Affymetrix:CompositeSequence:HG-U133A_2:220789_s_at	9.490858053	P	9.348289236	P	9.303565241	P	9.803033674	P	9.411035933	P	9.358285796	P
Affymetrix:CompositeSequence:HG-U133A_2:220790_s_at	1.89567579	A	1.90696707	A	1.893294638	A	1.881855695	A	1.907899946	A	1.889276283	A
Affymetrix:CompositeSequence:HG-U133A_2:220791_x_at	2.671274484	M	2.69473924	A	2.661459616	P	2.630239899	A	2.705971203	P	2.665542193	A
Affymetrix:CompositeSequence:HG-U133A_2:220792_at	2.229737663	A	2.244059985	A	2.222718359	A	2.236621905	A	2.243860623	A	2.223956951	A
Affymetrix:CompositeSequence:HG-U133A_2:220793_at	2.655920735	A	2.675330593	A	2.646994773	A	2.623658739	A	2.678048753	A	2.649497263	A
Affymetrix:CompositeSequence:HG-U133A_2:220794_at	2.205258879	A	2.21586082	A	2.195092856	A	2.169945272	A	2.214609367	A	2.191937359	A
Affymetrix:CompositeSequence:HG-U133A_2:220795_s_at	2.432251127	A	2.196189274	A	2.180893658	M	2.173635037	A	2.158882124	A	2.182119376	A
Affymetrix:CompositeSequence:HG-U133A_2:220796_x_at	8.67038568	P	8.951056665	P	9.128592314	P	9.109835677	P	9.332893779	P	9.311730958	P
Affymetrix:CompositeSequence:HG-U133A_2:220797_at	5.93195151	P	5.893965116	P	5.906280535	P	5.990573662	P	5.966169739	P	5.840215264	P
Affymetrix:CompositeSequence:HG-U133A_2:220798_x_at	2.249939565	A	2.261962608	A	2.246920304	A	2.238924011	A	2.263472133	A	2.244522673	A
Affymetrix:CompositeSequence:HG-U133A_2:220799_at	2.215048186	A	2.236173537	A	2.21091544	A	2.18594007	A	2.236000655	A	2.209236215	A
Affymetrix:CompositeSequence:HG-U133A_2:220800_s_at	6.672474353	P	6.711226202	P	6.940333928	P	6.661789177	P	6.747692968	P	6.701620555	P
Affymetrix:CompositeSequence:HG-U133A_2:220801_s_at	2.11774335	A	2.138226331	A	2.112128123	A	2.103544312	A	2.132861876	A	2.110623461	A
Affymetrix:CompositeSequence:HG-U133A_2:220802_at	2.140974777	A	2.152843401	A	2.137414908	A	2.119997807	A	2.152798463	A	2.133969402	A
Affymetrix:CompositeSequence:HG-U133A_2:220803_at	2.77721275	A	2.786322855	A	2.759183936	A	2.734103061	A	2.788150053	A	2.757860874	A
Affymetrix:CompositeSequence:HG-U133A_2:220804_s_at	1.963387766	A	1.977489016	A	1.962316164	A	1.944246974	A	1.987378817	A	1.958399952	A
Affymetrix:CompositeSequence:HG-U133A_2:220805_at	2.112689295	A	2.137730286	M	2.110154321	A	2.457119798	P	2.125583595	A	2.102837724	A
Affymetrix:CompositeSequence:HG-U133A_2:220806_x_at	2.280530674	A	2.293891163	A	2.275532336	A	2.254150763	A	2.292492907	A	2.27266828	A
Affymetrix:CompositeSequence:HG-U133A_2:220807_at	2.180702058	A	2.003092694	A	2.022740816	A	2.014640748	A	1.99468156	A	2.022668339	A
Affymetrix:CompositeSequence:HG-U133A_2:220808_at	1.899697972	A	1.912492087	A	1.897862447	A	1.885195263	A	1.913423586	A	1.893827041	A
Affymetrix:CompositeSequence:HG-U133A_2:220809_at	2.538319401	A	2.521541507	A	2.50486268	A	2.494753596	A	2.523439564	A	2.511214747	A
Affymetrix:CompositeSequence:HG-U133A_2:220810_at	3.023008217	A	3.030723168	A	3.006977267	A	2.985405998	A	3.036906505	A	3.008558578	A
Affymetrix:CompositeSequence:HG-U133A_2:220811_at	2.072575622	A	2.090764971	A	2.069294804	A	2.048913522	A	2.090213797	A	2.065975809	A
Affymetrix:CompositeSequence:HG-U133A_2:220812_s_at	3.019368916	A	3.009878883	A	3.005342415	A	3.085735916	A	3.021260254	A	3.004344988	A
Affymetrix:CompositeSequence:HG-U133A_2:220813_at	2.453252537	A	2.47219318	A	2.447550191	A	2.421093188	A	2.474888887	A	2.44719488	A
Affymetrix:CompositeSequence:HG-U133A_2:220814_at	2.670425017	A	2.68250406	A	2.656687855	A	2.654454836	A	2.682621928	A	2.661092619	A
Affymetrix:CompositeSequence:HG-U133A_2:220815_at	2.160220145	A	2.183183928	A	2.157112566	A	2.133826656	A	2.178625114	A	2.154056229	A
Affymetrix:CompositeSequence:HG-U133A_2:220816_at	2.571234712	A	2.570732354	M	2.557596969	A	2.547666063	A	2.575923491	A	2.558277129	A
Affymetrix:CompositeSequence:HG-U133A_2:220817_at	2.381089318	A	2.400055422	A	2.376069251	A	2.352341005	A	2.402679711	A	2.373142984	A
Affymetrix:CompositeSequence:HG-U133A_2:220818_s_at	2.357527969	A	2.378397886	A	2.352189744	A	2.327011559	A	2.379103331	A	2.350186962	A
Affymetrix:CompositeSequence:HG-U133A_2:220819_at	2.874979111	A	2.895666222	A	2.868826928	A	2.860389381	A	2.888122507	A	2.867824799	A
Affymetrix:CompositeSequence:HG-U133A_2:220820_at	2.831516598	A	2.840082895	A	2.811329616	A	2.788233714	A	2.848450772	A	2.814527815	A
Affymetrix:CompositeSequence:HG-U133A_2:220821_at	2.5900747	A	2.607721314	A	2.578175651	A	2.555628371	A	2.614709075	A	2.579914898	A
Affymetrix:CompositeSequence:HG-U133A_2:220822_at	2.35164977	A	2.373715545	A	2.345901972	A	2.338003369	A	2.372857392	A	2.344922499	A
Affymetrix:CompositeSequence:HG-U133A_2:220823_at	2.906290242	A	2.917622333	P	2.89246879	A	2.855716095	A	2.928451258	A	2.898951542	A
Affymetrix:CompositeSequence:HG-U133A_2:220824_at	2.127436186	A	2.137881289	A	2.097623186	A	2.114245574	A	2.14066931	A	2.121031566	A
Affymetrix:CompositeSequence:HG-U133A_2:220825_s_at	2.205141032	A	2.221283686	A	2.203987793	A	2.192670165	A	2.222048973	A	2.199356542	A
Affymetrix:CompositeSequence:HG-U133A_2:220826_at	2.081670715	P	2.092810812	P	2.079405983	A	2.068757079	P	2.095056481	A	2.07521991	A
Affymetrix:CompositeSequence:HG-U133A_2:220827_at	1.599874503	A	1.610194588	A	1.594843182	A	1.586506346	A	1.613875833	A	1.588633628	A
Affymetrix:CompositeSequence:HG-U133A_2:220828_s_at	2.957025083	A	2.975508393	A	2.95502796	A	3.056985971	A	2.977487201	A	2.950535913	A
Affymetrix:CompositeSequence:HG-U133A_2:220829_s_at	2.175181347	A	2.193315321	A	2.172169679	A	2.151186546	A	2.194010893	A	2.168276528	A
Affymetrix:CompositeSequence:HG-U133A_2:220830_at	2.269727779	A	2.292411307	A	2.264115503	A	2.239842072	A	2.293008607	A	2.261005545	A
Affymetrix:CompositeSequence:HG-U133A_2:220831_at	2.270812563	A	2.292846853	A	2.266366834	A	2.240856508	A	2.2828473	A	2.264391062	A
Affymetrix:CompositeSequence:HG-U133A_2:220832_at	2.138419648	A	2.155840929	A	2.135952956	A	2.126437425	A	2.155719443	A	2.132926746	A
Affymetrix:CompositeSequence:HG-U133A_2:220833_at	2.245631733	A	2.263504403	P	2.242487695	A	2.216554059	A	2.263436717	A	2.239602801	A
Affymetrix:CompositeSequence:HG-U133A_2:220834_at	2.047648718	A	2.064316128	A	2.048097327	A	2.034468334	A	2.062512454	A	2.034143576	A
Affymetrix:CompositeSequence:HG-U133A_2:220835_s_at	2.984854744	A	2.995586213	A	2.985938044	A	2.979443818	A	3.01010026	A	2.98055701	A
Affymetrix:CompositeSequence:HG-U133A_2:220836_at	2.826823722	A	2.839141341	A	2.806628606	A	2.776922255	A	2.847364282	A	2.807388148	A
Affymetrix:CompositeSequence:HG-U133A_2:220837_at	2.938400961	A	2.942221194	A	2.915933111	A	2.910442598	A	2.960888761	A	2.925686943	A
Affymetrix:CompositeSequence:HG-U133A_2:220838_at	2.573145511	P	2.576983288	P	2.561782502	A	2.544397527	P	2.592576812	M	2.574068102	P
Affymetrix:CompositeSequence:HG-U133A_2:220839_at	4.109267294	P	4.292146602	P	4.031421266	A	4.088175089	A	4.139427301	M	4.093812882	A
Affymetrix:CompositeSequence:HG-U133A_2:220840_s_at	7.30803655	P	7.094217803	P	7.331088848	P	7.271817287	P	6.8892747	P	7.180784741	P
Affymetrix:CompositeSequence:HG-U133A_2:220841_s_at	4.215252651	P	4.38594511	P	4.195633897	P	4.162933973	M	4.214251839	P	4.196840752	P
Affymetrix:CompositeSequence:HG-U133A_2:220842_at	2.489255933	A	2.510209798	P	2.484296626	P	2.468742775	A	2.659772412	P	2.48549595	A
Affymetrix:CompositeSequence:HG-U133A_2:220843_s_at	2.329466077	A	2.346960909	P	2.317310963	A	2.315293752	A	2.345763943	M	2.323889331	A
Affymetrix:CompositeSequence:HG-U133A_2:220844_at	2.876164593	A	2.877390405	P	2.85582262	A	3.030234851	P	2.882272479	M	2.864729928	A
Affymetrix:CompositeSequence:HG-U133A_2:220845_at	2.935931142	A	2.953291057	A	2.919074326	A	2.898728861	A	2.962258819	A	2.928712731	A
Affymetrix:CompositeSequence:HG-U133A_2:220846_s_at	2.010337069	A	2.022284493	A	2.006490336	A	1.997889923	A	2.024394689	A	2.004311029	A
Affymetrix:CompositeSequence:HG-U133A_2:220847_x_at	2.224852701	A	2.2402443	A	2.219975645	A	2.211520623	A	2.241327153	A	2.217649434	A
Affymetrix:CompositeSequence:HG-U133A_2:220848_x_at	2.134614375	A	2.14535809	A	2.134423309	A	2.120175075	A	2.148135432	A	2.128166047	A
Affymetrix:CompositeSequence:HG-U133A_2:220849_at	2.365892086	A	2.379758562	A	2.362089944	A	2.331118033	A	2.380406361	A	2.357221122	A
Affymetrix:CompositeSequence:HG-U133A_2:220850_at	2.864788135	A	2.885590638	A	2.847463848	A	2.822731258	A	2.88808667	A	2.870054334	A
Affymetrix:CompositeSequence:HG-U133A_2:220851_at	2.497173445	A	2.515193643	A	2.48758879	A	2.460191521	A	2.518287079	P	2.485291094	P
Affymetrix:CompositeSequence:HG-U133A_2:220852_at	2.10063222	A	2.122412947	A	2.097142082	A	2.077954584	A	2.118296173	A	2.094723013	A
Affymetrix:CompositeSequence:HG-U133A_2:220853_at	1.887442896	A	1.900073541	P	1.885282533	A	1.873849972	P	1.901505024	P	1.881996369	P
Affymetrix:CompositeSequence:HG-U133A_2:220854_at	3.230582477	A	3.230080898	A	3.203961925	A	3.181795706	A	3.225751047	A	3.209061302	A
Affymetrix:CompositeSequence:HG-U133A_2:220855_at	3.552537388	A	3.500946453	A	3.501879758	A	3.520533925	A	3.51231003	A	3.889313906	P
Affymetrix:CompositeSequence:HG-U133A_2:220856_x_at	10.01667957	P	9.952196418	P	9.992593757	P	10.04202455	P	10.02903458	P	10.0086743	P
Affymetrix:CompositeSequence:HG-U133A_2:220857_at	1.95484818	A	1.96632226	A	1.953700526	A	1.937229135	A	1.966799714	A	1.949829156	A
Affymetrix:CompositeSequence:HG-U133A_2:220858_at	2.297867635	A	2.319247313	A	2.294164378	A	2.273488092	A	2.317535864	A	2.290475755	A
Affymetrix:CompositeSequence:HG-U133A_2:220859_at	3.066937305	A	3.078286044	A	3.044819497	A	3.037457705	A	3.077661753	A	3.074935131	A
Affymetrix:CompositeSequence:HG-U133A_2:220860_at	2.672285657	A	2.693172017	A	2.671069761	M	2.645959094	A	2.691872432	A	2.664610613	A
Affymetrix:CompositeSequence:HG-U133A_2:220861_at	2.367928785	A	2.390351091	A	2.363146786	A	2.33873232	A	2.389100297	A	2.360727253	A
Affymetrix:CompositeSequence:HG-U133A_2:220862_s_at	2.057738548	A	2.069122637	A	2.056018231	A	2.040583705	A	2.071313687	A	2.052506985	A
Affymetrix:CompositeSequence:HG-U133A_2:220863_at	2.343899491	M	2.368375207	P	2.339179418	A	2.318465338	A	2.361240273	A	2.332404228	A
Affymetrix:CompositeSequence:HG-U133A_2:220864_s_at	11.56692954	P	11.43499993	P	11.54577772	P	11.62971447	P	11.62734086	P	11.60782383	P
Affymetrix:CompositeSequence:HG-U133A_2:220865_s_at	9.072343408	P	8.936754757	P	9.039593769	P	9.3533268	P	8.965399977	P	9.015489317	P
Affymetrix:CompositeSequence:HG-U133A_2:220866_at	1.859513984	A	1.870543971	A	1.858394324	A	1.84551121	A	1.872359263	A	1.853177123	A
Affymetrix:CompositeSequence:HG-U133A_2:220867_s_at	2.251431343	A	2.265038436	M	2.251637187	P	2.239517794	A	2.264335142	A	2.245829766	P
Affymetrix:CompositeSequence:HG-U133A_2:220868_s_at	2.116105283	A	2.129323127	A	2.112861118	A	2.090574579	A	2.136487472	A	2.109244225	A
Affymetrix:CompositeSequence:HG-U133A_2:220869_at	2.640147335	A	2.652355361	P	2.640043508	A	2.60210177	A	2.65470358	P	2.634343529	P
Affymetrix:CompositeSequence:HG-U133A_2:220870_at	2.302684489	A	2.310594009	A	2.294416361	A	2.26721412	A	2.309167742	A	2.29168632	A
Affymetrix:CompositeSequence:HG-U133A_2:220871_at	2.43715929	A	2.452988453	A	2.434433189	A	2.417376676	A	2.451639993	A	2.430623153	A
Affymetrix:CompositeSequence:HG-U133A_2:220872_at	2.375778908	A	2.388779622	A	2.354093907	A	2.342729492	A	2.396900815	A	2.364409054	A
Affymetrix:CompositeSequence:HG-U133A_2:220873_at	2.240381602	A	2.262236646	A	2.236141931	A	2.211096777	A	2.262422328	P	2.234373946	A
Affymetrix:CompositeSequence:HG-U133A_2:220874_at	2.085320426	P	2.100391413	A	2.083081227	P	2.061683027	M	2.103330674	P	2.079127023	M
Affymetrix:CompositeSequence:HG-U133A_2:220875_at	2.127068833	A	2.144599833	A	2.119246214	A	2.102545821	A	2.145334435	A	2.120522148	A
Affymetrix:CompositeSequence:HG-U133A_2:220876_at	2.352685577	A	2.375653885	A	2.348601664	A	2.323124158	A	2.370861778	A	2.345614919	A
Affymetrix:CompositeSequence:HG-U133A_2:220877_at	1.922110446	A	1.932104065	A	1.919499282	A	1.908091585	A	1.935693061	A	1.915306314	A
Affymetrix:CompositeSequence:HG-U133A_2:220878_at	2.416209816	A	2.432094415	A	2.407479585	A	2.396481561	A	2.43587732	A	2.410376947	A
Affymetrix:CompositeSequence:HG-U133A_2:220879_at	2.140873105	A	2.150258242	A	2.139900248	A	2.117874163	A	2.161646588	A	2.133993163	A
Affymetrix:CompositeSequence:HG-U133A_2:220880_at	2.445258325	A	2.4670811	P	2.440384735	A	2.430590382	A	2.464579317	A	2.438908918	A
Affymetrix:CompositeSequence:HG-U133A_2:220881_at	2.109120854	A	2.121405029	A	2.104481595	A	2.087965238	A	2.128039085	A	2.102073401	A
Affymetrix:CompositeSequence:HG-U133A_2:220882_at	2.218112785	A	2.228477968	A	2.212645612	A	2.201185625	A	2.238703998	A	2.209314887	A
Affymetrix:CompositeSequence:HG-U133A_2:220883_at	2.309244322	A	2.330021583	A	2.304316915	A	2.279403448	A	2.330420662	A	2.301444384	A
Affymetrix:CompositeSequence:HG-U133A_2:220884_at	2.743355407	A	2.75307756	A	2.726489996	A	2.702180797	A	2.753559485	A	2.725551842	A
Affymetrix:CompositeSequence:HG-U133A_2:220885_s_at	6.019759513	P	5.751141032	P	6.001153974	P	6.698903208	P	5.898053863	P	5.725179009	P
Affymetrix:CompositeSequence:HG-U133A_2:220886_at	1.864924925	A	1.879870692	A	1.863744689	A	1.851957471	A	1.879971237	P	1.859035426	A
Affymetrix:CompositeSequence:HG-U133A_2:220887_at	1.826736511	A	1.837380625	M	1.823580335	A	1.81183543	P	1.839523558	A	1.819477084	A
Affymetrix:CompositeSequence:HG-U133A_2:220888_s_at	2.465900941	A	2.48045578	A	2.456743794	A	2.430438738	A	2.477825193	A	2.460375107	A
Affymetrix:CompositeSequence:HG-U133A_2:220889_s_at	2.514255684	A	2.532040566	A	2.501803341	A	2.474072512	A	2.539456807	A	2.520745632	A
Affymetrix:CompositeSequence:HG-U133A_2:220890_s_at	11.59786441	P	11.55021425	P	11.71489498	P	11.57869755	P	11.42558836	P	11.56856454	P
Affymetrix:CompositeSequence:HG-U133A_2:220891_at	2.739117234	A	2.746259422	A	2.716839258	A	2.695813802	A	2.746146381	P	2.73943196	A
Affymetrix:CompositeSequence:HG-U133A_2:220892_s_at	11.06611989	P	11.19537655	P	10.37779207	P	11.04305215	P	10.90613588	P	10.58882242	P
Affymetrix:CompositeSequence:HG-U133A_2:220893_at	3.139344115	A	3.149572895	A	3.128745307	A	3.078073058	A	3.160127882	A	3.133156125	A
Affymetrix:CompositeSequence:HG-U133A_2:220894_x_at	2.467931564	A	2.474136891	A	2.426889903	A	2.447400769	A	2.474098058	A	2.452762445	A
Affymetrix:CompositeSequence:HG-U133A_2:220895_at	1.993077346	A	2.005492633	A	1.9904567	A	1.973534715	A	2.007705992	A	1.987390202	A
Affymetrix:CompositeSequence:HG-U133A_2:220896_at	2.492305343	A	2.503070009	A	2.493048156	A	2.477686857	A	2.505490761	A	2.476740797	A
Affymetrix:CompositeSequence:HG-U133A_2:220897_at	2.80351625	A	2.825110447	A	2.798918443	A	2.774089843	A	2.827721444	A	2.796230822	A
Affymetrix:CompositeSequence:HG-U133A_2:220898_at	2.321533091	A	2.341663821	A	2.316549235	A	2.291287039	A	2.345695689	A	2.313594126	A
Affymetrix:CompositeSequence:HG-U133A_2:220899_at	2.20246033	A	2.22485041	A	2.19892872	A	2.177149817	A	2.223531695	A	2.195883816	A
Affymetrix:CompositeSequence:HG-U133A_2:220900_at	2.899047787	A	2.92000832	A	2.894075481	A	2.865919649	A	2.922411247	A	2.892189941	A
Affymetrix:CompositeSequence:HG-U133A_2:220901_at	1.978612363	A	1.99160041	M	1.973851824	P	1.963847602	P	1.990989116	P	1.971227286	A
Affymetrix:CompositeSequence:HG-U133A_2:220902_at	1.952535207	A	1.964211437	A	1.949471589	A	1.938393264	A	1.965671048	A	1.94615402	A
Affymetrix:CompositeSequence:HG-U133A_2:220903_at	2.286913346	A	2.304760269	A	2.28129753	A	2.256765458	A	2.308064765	A	2.281088538	A
Affymetrix:CompositeSequence:HG-U133A_2:220904_at	1.726786614	A	1.737719201	A	1.727872854	A	1.713698254	A	1.739668792	A	1.721001452	A
Affymetrix:CompositeSequence:HG-U133A_2:220905_at	2.567251539	A	2.584194618	A	2.56586848	A	2.546468121	A	2.59256635	A	2.561325637	A
Affymetrix:CompositeSequence:HG-U133A_2:220906_at	2.795843086	A	2.811653177	A	2.788892662	A	2.767344851	A	2.822253042	A	2.790912419	A
Affymetrix:CompositeSequence:HG-U133A_2:220907_at	2.645830834	A	2.648629611	A	2.618192486	A	2.599285953	A	2.651803362	A	2.625501017	A
Affymetrix:CompositeSequence:HG-U133A_2:220908_at	2.062022514	A	2.071096809	A	2.059188628	A	2.044660008	A	2.072505866	A	2.055620116	A
Affymetrix:CompositeSequence:HG-U133A_2:220909_at	1.985710854	A	2.001508465	A	1.984209973	A	1.966171715	A	2.001160801	A	1.980759703	A
Affymetrix:CompositeSequence:HG-U133A_2:220910_at	2.031995128	A	2.047839556	A	2.032308482	A	2.019003834	A	2.047940166	P	2.02266521	A
Affymetrix:CompositeSequence:HG-U133A_2:220911_s_at	2.227736507	A	2.240280486	A	2.221476924	A	2.199374584	A	2.238121439	A	2.220331942	A
Affymetrix:CompositeSequence:HG-U133A_2:220912_at	2.886209042	A	2.908022423	M	2.869902312	A	2.841393958	A	2.914275496	A	2.87184302	A
Affymetrix:CompositeSequence:HG-U133A_2:220913_at	2.179360609	A	2.190086333	A	2.17465252	A	2.149670308	A	2.196512913	A	2.171849005	A
Affymetrix:CompositeSequence:HG-U133A_2:220914_at	4.086136637	A	4.109492615	A	3.994262081	A	4.063974483	A	4.100346907	A	4.064515413	A
Affymetrix:CompositeSequence:HG-U133A_2:220915_s_at	3.439481362	P	3.298045683	P	3.368503454	P	3.357000294	P	3.387434607	P	3.368988012	P
Affymetrix:CompositeSequence:HG-U133A_2:220916_at	2.065929487	A	2.075614236	A	2.065212186	A	2.052694922	A	2.076291348	A	2.059022136	A
Affymetrix:CompositeSequence:HG-U133A_2:220917_s_at	3.639970805	P	3.651230662	P	3.792061786	P	3.627047092	P	3.372114738	P	3.634060595	P
Affymetrix:CompositeSequence:HG-U133A_2:220918_at	2.587730115	A	2.614782319	A	2.604338262	A	2.59082585	A	2.614604908	A	2.59804655	M
Affymetrix:CompositeSequence:HG-U133A_2:220919_s_at	3.163721436	P	3.08472194	A	3.078816569	A	3.053605894	A	3.104581025	A	3.08558341	A
Affymetrix:CompositeSequence:HG-U133A_2:220920_at	2.498525185	A	2.510448752	A	2.496194234	A	2.47254273	A	2.516476531	A	2.493257675	A
Affymetrix:CompositeSequence:HG-U133A_2:220921_at	4.2978445	A	5.060065212	P	5.179722715	P	4.983727678	P	4.745786452	P	5.453625551	P
Affymetrix:CompositeSequence:HG-U133A_2:220922_s_at	5.954087152	P	5.742823012	P	6.577985839	P	5.82992142	P	5.616321299	P	6.381582425	P
Affymetrix:CompositeSequence:HG-U133A_2:220923_s_at	2.65487253	A	2.67433314	A	2.655358247	A	2.641568679	A	2.665757013	A	2.645247759	A
Affymetrix:CompositeSequence:HG-U133A_2:220924_s_at	11.87590746	P	11.76926233	P	11.04574983	P	11.21727132	P	11.35230902	P	11.01511336	P
Affymetrix:CompositeSequence:HG-U133A_2:220925_at	9.274071144	P	8.927128264	P	9.336786665	P	9.256228283	P	8.737463396	P	8.956930562	P
Affymetrix:CompositeSequence:HG-U133A_2:220926_s_at	5.777462913	P	5.606395799	P	5.175787646	P	5.390870262	P	5.761870397	P	5.297220266	P
Affymetrix:CompositeSequence:HG-U133A_2:220927_s_at	2.480113122	A	2.492653337	A	2.473287106	A	2.457102897	A	2.497559441	A	2.46925359	A
Affymetrix:CompositeSequence:HG-U133A_2:220928_s_at	2.074121062	A	2.093265916	A	2.069843696	A	2.055685661	A	2.09062482	A	2.068410613	A
Affymetrix:CompositeSequence:HG-U133A_2:220929_at	2.017987495	A	2.035072475	A	2.01461509	A	2.004871595	A	2.031897086	A	2.011790426	A
Affymetrix:CompositeSequence:HG-U133A_2:220930_s_at	2.144564266	A	2.164111746	A	2.143282645	A	2.1155459	A	2.160792838	A	2.138136828	A
Affymetrix:CompositeSequence:HG-U133A_2:220931_at	2.771360902	P	2.791510914	P	2.7647971	A	2.729586926	M	2.792872629	P	2.764723053	M
