Scan REF	AF14.CEL	AF14.CEL	AF15.CEL	AF15.CEL	AF16.CEL	AF16.CEL	AF6.CEL	AF6.CEL	AF7.CEL	AF7.CEL	AF8.CEL	AF8.CEL
Composite Element REF	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call
Affymetrix:CompositeSequence:HG-U133A_2:204114_at	2.158326394	A	2.160239837	A	2.140606888	A	2.115279382	A	2.163331276	A	2.142660868	A
Affymetrix:CompositeSequence:HG-U133A_2:204115_at	2.608189021	A	2.628612198	A	2.59910375	A	2.593212101	A	2.629874315	A	2.595759992	A
Affymetrix:CompositeSequence:HG-U133A_2:204116_at	2.28811529	A	2.311320821	A	2.284674972	A	2.272667949	A	2.310905084	A	2.281596095	A
Affymetrix:CompositeSequence:HG-U133A_2:204117_at	5.252372975	P	4.545974358	M	5.004906032	P	5.308715035	M	4.683650854	A	5.215624476	A
Affymetrix:CompositeSequence:HG-U133A_2:204118_at	1.797500266	A	1.808129835	A	1.794560912	A	1.783756699	A	1.810043614	A	1.789598512	A
Affymetrix:CompositeSequence:HG-U133A_2:204119_s_at	10.52059065	P	10.17689161	P	10.25990794	P	10.66823337	P	10.17361819	P	10.36757044	P
Affymetrix:CompositeSequence:HG-U133A_2:204120_s_at	8.610066243	P	8.252553352	P	7.904240373	P	7.815014582	P	8.817581103	P	8.008731817	P
Affymetrix:CompositeSequence:HG-U133A_2:204121_at	1.933506986	A	2.110123128	A	1.931596844	A	1.924467363	A	1.947735629	A	1.930962816	A
Affymetrix:CompositeSequence:HG-U133A_2:204122_at	2.230198689	A	2.251283856	A	2.225772677	A	2.20047774	A	2.251439751	A	2.223362447	A
Affymetrix:CompositeSequence:HG-U133A_2:204123_at	7.212299273	P	7.317562255	P	7.240950841	P	7.230097156	P	6.764669442	P	7.234555926	P
Affymetrix:CompositeSequence:HG-U133A_2:204124_at	2.93160924	A	2.942481009	A	2.908664262	A	2.873218739	A	2.93777488	A	2.910094171	A
Affymetrix:CompositeSequence:HG-U133A_2:204125_at	8.397518172	P	8.285739999	P	8.34889596	P	8.459283001	P	8.048779186	P	8.149114749	P
Affymetrix:CompositeSequence:HG-U133A_2:204126_s_at	7.904195537	P	7.45666887	P	7.95980998	P	8.425218415	P	7.820566335	P	8.160542781	P
Affymetrix:CompositeSequence:HG-U133A_2:204127_at	10.53499265	P	10.40840521	P	10.44021229	P	10.68704084	P	10.4991266	P	10.63534753	P
Affymetrix:CompositeSequence:HG-U133A_2:204128_s_at	9.81816772	P	9.735214993	P	9.711660588	P	9.945861891	P	9.653749257	P	9.855548736	P
Affymetrix:CompositeSequence:HG-U133A_2:204129_at	2.909266459	P	2.913108647	A	2.901329151	P	2.941410965	P	2.914716399	A	2.867177888	A
Affymetrix:CompositeSequence:HG-U133A_2:204130_at	2.142208073	A	2.154524508	A	2.13814297	A	2.133862625	A	2.165172154	A	2.13578526	A
Affymetrix:CompositeSequence:HG-U133A_2:204131_s_at	7.035514672	P	6.852266424	P	7.05067707	P	6.819462783	P	6.902973102	P	6.9218728	P
Affymetrix:CompositeSequence:HG-U133A_2:204132_s_at	6.197582378	P	5.608168771	P	5.909328795	P	5.942156047	P	5.893946619	P	5.780807438	P
Affymetrix:CompositeSequence:HG-U133A_2:204133_at	7.230992091	P	7.078929248	P	7.261606144	P	7.537856502	P	7.235403997	P	6.987092187	P
Affymetrix:CompositeSequence:HG-U133A_2:204134_at	2.116379039	A	2.136703834	A	2.111983633	A	2.089941908	A	2.135890817	A	2.108977262	A
Affymetrix:CompositeSequence:HG-U133A_2:204135_at	3.045588576	P	2.801974617	P	2.793018099	P	2.791041754	P	2.809420554	P	2.803721625	P
Affymetrix:CompositeSequence:HG-U133A_2:204136_at	6.941002052	P	6.756564419	P	6.551792085	P	7.109333116	P	6.466008444	P	6.779930081	P
Affymetrix:CompositeSequence:HG-U133A_2:204137_at	5.569208823	P	6.276740396	P	5.643857728	P	6.013445143	P	6.507561904	P	5.722921154	P
Affymetrix:CompositeSequence:HG-U133A_2:204138_s_at	2.250471377	A	2.26581116	A	2.249496947	A	2.241668123	A	2.267580292	A	2.247421394	A
Affymetrix:CompositeSequence:HG-U133A_2:204139_x_at	3.837993998	P	3.683989843	M	4.042200129	P	3.909044005	A	3.577969815	M	3.668300818	A
Affymetrix:CompositeSequence:HG-U133A_2:204140_at	2.008061025	A	2.026243193	A	2.006556849	A	1.991041186	A	2.079389475	A	2.001256985	A
Affymetrix:CompositeSequence:HG-U133A_2:204141_at	7.933972264	P	7.563352368	P	7.295505609	P	8.155308721	P	7.92691614	P	7.881957255	P
Affymetrix:CompositeSequence:HG-U133A_2:204142_at	8.295099108	P	8.10524258	P	8.143582184	P	8.217837723	P	8.126048557	P	8.145186108	P
Affymetrix:CompositeSequence:HG-U133A_2:204143_s_at	7.99363085	P	7.847818199	P	7.905580267	P	8.176778722	P	7.829618662	P	7.927632179	P
Affymetrix:CompositeSequence:HG-U133A_2:204144_s_at	2.414000743	P	2.425363116	P	2.411415783	P	2.401319785	P	2.426739488	P	2.545760298	P
Affymetrix:CompositeSequence:HG-U133A_2:204145_at	9.222472062	P	9.313846593	P	9.473385563	P	9.105760308	P	9.283102051	P	9.23284623	P
Affymetrix:CompositeSequence:HG-U133A_2:204146_at	10.48248263	P	10.66123453	P	10.30545626	P	10.43620559	P	10.78179074	P	10.24909009	P
Affymetrix:CompositeSequence:HG-U133A_2:204147_s_at	7.837728122	P	7.861848027	P	7.923058576	P	8.210055693	P	7.923171729	P	8.022567635	P
Affymetrix:CompositeSequence:HG-U133A_2:204148_s_at	7.590226155	P	7.240062781	P	7.394375697	P	7.316927259	P	6.862029747	P	7.331888521	P
Affymetrix:CompositeSequence:HG-U133A_2:204149_s_at	6.255545572	P	6.525754335	P	6.460106586	P	6.634176605	P	6.375068245	P	6.59145094	P
Affymetrix:CompositeSequence:HG-U133A_2:204150_at	2.193947782	A	2.215499523	A	2.189566171	A	2.179127401	A	2.213592441	A	2.187448176	A
Affymetrix:CompositeSequence:HG-U133A_2:204151_x_at	6.847865959	P	6.909254123	P	6.807219087	P	6.833070697	P	6.699820562	P	6.614626127	P
Affymetrix:CompositeSequence:HG-U133A_2:204152_s_at	1.906707398	A	1.922224575	A	1.905632555	A	1.893558302	A	1.922507002	A	1.900099075	A
Affymetrix:CompositeSequence:HG-U133A_2:204153_s_at	2.365612249	P	2.368837392	M	2.366669606	P	2.365550782	P	2.377073692	P	2.338546334	A
Affymetrix:CompositeSequence:HG-U133A_2:204154_at	2.534831819	A	2.553616101	M	2.530255669	A	2.489327467	A	2.554252664	A	2.522231392	A
Affymetrix:CompositeSequence:HG-U133A_2:204155_s_at	2.676218651	P	2.678682135	P	2.62926799	P	2.654975265	P	2.681639368	P	2.689067579	M
Affymetrix:CompositeSequence:HG-U133A_2:204156_at	2.645959235	P	2.639966792	P	2.602463947	P	2.564105264	P	3.124842491	P	2.603777691	P
Affymetrix:CompositeSequence:HG-U133A_2:204157_s_at	5.618361138	P	5.479865347	P	5.780687547	P	5.648433861	M	5.585618843	A	5.61236001	M
Affymetrix:CompositeSequence:HG-U133A_2:204158_s_at	1.795072997	A	1.806525477	A	1.792853047	A	1.781559454	A	1.808397644	A	1.788637	A
Affymetrix:CompositeSequence:HG-U133A_2:204159_at	7.175146352	P	6.867994367	P	6.762007246	P	6.403178846	P	6.906584888	P	6.60875314	P
Affymetrix:CompositeSequence:HG-U133A_2:204160_s_at	6.532331197	P	6.593570311	P	6.105502846	P	6.309839994	P	6.553610005	P	6.137479956	P
Affymetrix:CompositeSequence:HG-U133A_2:204161_s_at	4.564185107	P	4.698282726	P	4.127439974	P	4.128467638	P	5.123814408	P	4.070290879	P
Affymetrix:CompositeSequence:HG-U133A_2:204162_at	9.367050171	P	9.154092792	P	9.259120339	P	9.095756485	P	9.042859576	P	8.912849606	P
Affymetrix:CompositeSequence:HG-U133A_2:204163_at	2.587682039	A	2.603496051	A	2.576988376	A	2.546179836	A	2.597335543	A	2.578373462	A
Affymetrix:CompositeSequence:HG-U133A_2:204164_at	2.111514948	A	2.059615472	A	2.044747752	A	2.036766679	A	2.061113338	A	2.041700697	A
Affymetrix:CompositeSequence:HG-U133A_2:204165_at	7.95993756	P	8.071224368	P	7.641933766	P	7.951239971	P	7.917662247	P	7.795904531	P
Affymetrix:CompositeSequence:HG-U133A_2:204166_at	2.64018441	A	2.652233274	A	2.635597516	A	2.624130191	A	2.660007122	A	2.631538267	A
Affymetrix:CompositeSequence:HG-U133A_2:204167_at	2.125203343	A	2.22126234	A	2.083400232	A	2.184671285	A	2.138231076	A	2.06348844	A
Affymetrix:CompositeSequence:HG-U133A_2:204168_at	9.297757627	P	9.133656433	P	9.335920443	P	9.329763413	P	9.233154269	P	9.389357216	P
Affymetrix:CompositeSequence:HG-U133A_2:204169_at	6.055406902	P	5.961630971	P	5.836335321	P	6.195150754	P	5.900432792	P	5.950719683	P
Affymetrix:CompositeSequence:HG-U133A_2:204170_s_at	11.7640383	P	11.89459643	P	11.96079287	P	11.95231894	P	12.05315439	P	12.17099993	P
Affymetrix:CompositeSequence:HG-U133A_2:204171_at	7.684480897	P	7.676137075	P	7.644209293	P	7.652124647	P	7.694762733	P	7.538447734	P
Affymetrix:CompositeSequence:HG-U133A_2:204172_at	7.880274216	P	8.40451644	P	8.241663897	P	8.061360889	P	8.730354394	P	8.186522758	P
Affymetrix:CompositeSequence:HG-U133A_2:204173_at	10.10826166	P	10.06629126	P	10.01724478	P	10.29030746	P	9.913834955	P	10.1280925	P
Affymetrix:CompositeSequence:HG-U133A_2:204174_at	2.368577695	M	2.379123955	M	2.357211988	M	2.391125186	A	2.368032577	A	2.363309591	M
Affymetrix:CompositeSequence:HG-U133A_2:204175_at	9.041824903	P	8.744134931	P	9.008245336	P	9.105355699	P	8.635779075	P	9.110200778	P
Affymetrix:CompositeSequence:HG-U133A_2:204176_at	4.180456684	P	4.125164198	P	4.056223027	P	3.352061565	P	4.635546612	P	3.613746833	P
Affymetrix:CompositeSequence:HG-U133A_2:204177_s_at	5.536531717	P	5.798722487	P	5.502145024	P	5.51497618	P	5.478848479	P	5.452303932	P
Affymetrix:CompositeSequence:HG-U133A_2:204178_s_at	7.686878955	P	7.76493633	A	7.77651256	P	7.877103552	P	7.794574947	M	7.940326293	P
Affymetrix:CompositeSequence:HG-U133A_2:204179_at	2.16600968	A	2.181389131	A	2.162913732	A	2.138969892	A	2.178105558	A	2.161380423	A
Affymetrix:CompositeSequence:HG-U133A_2:204180_s_at	3.703802941	P	3.675812526	P	3.940007388	P	3.423783188	P	3.410833827	P	4.072671904	P
Affymetrix:CompositeSequence:HG-U133A_2:204181_s_at	4.570422121	P	4.655777213	P	4.799659628	P	4.55790946	P	4.40220287	P	4.346111532	P
Affymetrix:CompositeSequence:HG-U133A_2:204182_s_at	3.118474402	A	3.128745766	A	3.102050941	A	3.194913701	P	3.13074476	A	3.09656669	A
Affymetrix:CompositeSequence:HG-U133A_2:204183_s_at	2.439470206	A	2.458541317	A	2.528503143	A	2.417117949	A	2.459515978	A	2.434194191	A
Affymetrix:CompositeSequence:HG-U133A_2:204184_s_at	2.686810988	A	2.699546142	A	2.686166967	A	2.634559	A	2.697819029	A	2.680827616	A
Affymetrix:CompositeSequence:HG-U133A_2:204185_x_at	11.129844	P	10.89286678	P	10.95704882	P	10.90224169	P	10.91283045	P	10.91101435	P
Affymetrix:CompositeSequence:HG-U133A_2:204186_s_at	10.79317312	P	10.69217171	P	10.80240094	P	10.76715401	P	10.66461714	P	10.80835028	P
Affymetrix:CompositeSequence:HG-U133A_2:204187_at	1.987268375	A	2.00315346	A	1.98700463	A	1.967925199	A	2.000900228	A	1.980486603	A
Affymetrix:CompositeSequence:HG-U133A_2:204188_s_at	2.574680817	A	2.584501671	A	2.54125673	A	2.559894285	A	2.597345198	A	2.569305775	A
Affymetrix:CompositeSequence:HG-U133A_2:204189_at	2.143928378	A	2.075303524	A	2.071440263	A	2.068098886	A	2.073749811	A	2.06438388	A
Affymetrix:CompositeSequence:HG-U133A_2:204190_at	7.402273038	P	7.285744901	P	7.251949779	P	7.476835989	P	7.15166635	P	7.357222762	P
Affymetrix:CompositeSequence:HG-U133A_2:204191_at	2.037620143	A	2.038688984	M	2.028214658	P	2.007937414	A	2.035721323	A	2.021787624	A
Affymetrix:CompositeSequence:HG-U133A_2:204192_at	1.757296407	A	1.7682782	A	1.755119911	A	1.742279173	A	1.770588754	A	1.750392629	A
Affymetrix:CompositeSequence:HG-U133A_2:204193_at	3.506577646	A	3.293253271	A	3.392162929	A	3.616767777	A	3.528086567	A	3.50081812	A
Affymetrix:CompositeSequence:HG-U133A_2:204194_at	6.892804148	P	7.282373921	P	6.771251139	P	6.620699155	P	6.97325263	P	6.712933394	P
Affymetrix:CompositeSequence:HG-U133A_2:204195_s_at	6.997959974	P	7.065957399	P	6.965516357	P	7.338802765	P	6.690356233	M	6.940527756	P
Affymetrix:CompositeSequence:HG-U133A_2:204196_x_at	3.269251008	P	3.287667139	A	3.262588335	P	3.236421438	P	3.298813025	P	3.263964537	A
Affymetrix:CompositeSequence:HG-U133A_2:204197_s_at	8.446487746	P	8.579325498	P	8.385537688	P	8.442578027	P	8.370896251	P	8.345860307	P
Affymetrix:CompositeSequence:HG-U133A_2:204198_s_at	9.253203274	P	9.208319918	P	8.973049496	P	9.215722378	P	9.257786038	P	9.076868617	P
Affymetrix:CompositeSequence:HG-U133A_2:204199_at	2.215987652	A	2.228085067	P	2.215898706	P	2.175822764	A	2.227651663	A	2.198392542	A
Affymetrix:CompositeSequence:HG-U133A_2:204200_s_at	3.585087384	P	2.946793701	A	2.845478132	A	3.558933103	P	2.925052087	A	2.886199698	A
Affymetrix:CompositeSequence:HG-U133A_2:204201_s_at	3.581036549	M	3.594004097	P	3.577092563	P	3.54869956	M	3.683227775	P	3.575164776	P
Affymetrix:CompositeSequence:HG-U133A_2:204202_at	5.07870926	P	4.854013834	P	4.868467739	P	4.830643209	P	4.85448905	P	4.708445887	P
Affymetrix:CompositeSequence:HG-U133A_2:204203_at	9.83817801	P	9.245164572	P	9.038344357	P	9.321264045	P	9.100178969	P	9.052455857	P
Affymetrix:CompositeSequence:HG-U133A_2:204204_at	3.243526843	P	3.369788852	P	3.320312555	P	3.227387757	P	3.676202158	P	3.303154552	P
Affymetrix:CompositeSequence:HG-U133A_2:204205_at	3.019201108	A	3.037569267	P	2.988362761	A	2.978361987	A	3.036214789	A	2.999202611	A
Affymetrix:CompositeSequence:HG-U133A_2:204206_at	7.269825372	P	7.329054926	P	7.488708483	P	7.463523889	P	7.739207244	P	7.747835003	P
Affymetrix:CompositeSequence:HG-U133A_2:204207_s_at	6.974445676	P	6.867600921	P	6.952028407	P	7.239501596	P	6.664534685	P	6.927060137	P
Affymetrix:CompositeSequence:HG-U133A_2:204208_at	7.674129131	P	6.979860243	P	7.782616338	P	7.730404038	P	7.010819376	P	7.608757397	P
Affymetrix:CompositeSequence:HG-U133A_2:204209_at	1.953636175	P	1.963612527	P	1.95081844	P	1.94619184	P	1.941235941	P	2.046957814	P
Affymetrix:CompositeSequence:HG-U133A_2:204210_s_at	4.189526171	P	4.059525832	P	4.288218635	P	4.948465826	P	4.206463338	P	4.185372769	P
Affymetrix:CompositeSequence:HG-U133A_2:204211_x_at	8.207718981	P	8.314435656	P	8.384373608	P	8.239411019	P	8.352558379	P	8.301346545	P
Affymetrix:CompositeSequence:HG-U133A_2:204212_at	8.691556602	P	8.5648829	P	8.836357704	P	8.565252639	P	8.490929174	P	8.728099582	P
Affymetrix:CompositeSequence:HG-U133A_2:204213_at	2.185117877	A	2.195803707	A	2.184635657	A	2.159514785	A	2.197426565	A	2.179319557	A
Affymetrix:CompositeSequence:HG-U133A_2:204214_s_at	6.231247413	A	6.365018997	A	6.246482795	M	6.210587591	M	6.248107846	A	6.158742217	M
Affymetrix:CompositeSequence:HG-U133A_2:204215_at	9.706959319	P	9.750530342	P	9.806914372	P	9.76740896	P	9.797562221	P	9.833676624	P
Affymetrix:CompositeSequence:HG-U133A_2:204216_s_at	9.615168475	P	9.703699936	P	9.624082286	P	9.645670739	P	9.412463925	P	9.650350715	P
Affymetrix:CompositeSequence:HG-U133A_2:204217_s_at	2.867976428	A	2.866397009	A	2.863349126	A	2.854286687	A	2.881220731	A	2.869390908	M
Affymetrix:CompositeSequence:HG-U133A_2:204218_at	8.412945164	P	8.047851124	P	8.480932966	P	8.612300932	P	8.11537998	P	8.413351525	P
Affymetrix:CompositeSequence:HG-U133A_2:204219_s_at	11.35993028	P	11.42729405	P	11.45124448	P	11.45162815	P	11.3968349	P	11.51324341	P
Affymetrix:CompositeSequence:HG-U133A_2:204220_at	2.387043883	A	2.405573317	A	2.386932695	P	2.354730102	A	2.406269756	A	2.414172043	A
Affymetrix:CompositeSequence:HG-U133A_2:204221_x_at	2.566297986	P	2.561000529	P	2.563592606	P	2.553990464	A	2.595209278	P	2.567246826	P
Affymetrix:CompositeSequence:HG-U133A_2:204222_s_at	2.437095164	A	2.458693145	A	2.43268968	A	2.406092546	A	2.450782023	A	2.430242381	A
Affymetrix:CompositeSequence:HG-U133A_2:204223_at	1.992006527	A	2.004744692	A	1.989913881	A	1.980774694	A	2.006730535	A	1.985575261	A
Affymetrix:CompositeSequence:HG-U133A_2:204224_s_at	8.137069683	P	8.380635383	P	8.275667146	P	8.508599909	P	8.606244252	P	8.653442856	P
Affymetrix:CompositeSequence:HG-U133A_2:204225_at	9.419503971	P	9.476260103	P	9.328019502	P	8.929419069	P	8.993820821	P	8.773329457	P
Affymetrix:CompositeSequence:HG-U133A_2:204226_at	5.877254626	P	6.122952221	P	6.127648137	P	5.942741779	P	6.004749893	P	5.607487063	P
Affymetrix:CompositeSequence:HG-U133A_2:204227_s_at	2.858839251	P	2.926275486	P	2.585501032	P	2.568471824	P	2.34592764	P	2.626002913	P
Affymetrix:CompositeSequence:HG-U133A_2:204228_at	10.54411562	P	10.52830964	P	10.56432873	P	10.67323685	P	10.52795442	P	10.46903953	P
Affymetrix:CompositeSequence:HG-U133A_2:204229_at	2.155925111	A	2.169388156	A	2.153910981	A	2.138840347	A	2.168400498	A	2.150095618	A
Affymetrix:CompositeSequence:HG-U133A_2:204230_s_at	2.418646815	M	2.433536745	A	2.414636249	P	2.395203521	A	2.432853216	A	2.410852168	A
Affymetrix:CompositeSequence:HG-U133A_2:204231_s_at	4.995883087	A	4.849054119	A	4.944314255	P	5.277661598	P	4.346075728	A	4.944200866	A
Affymetrix:CompositeSequence:HG-U133A_2:204232_at	1.736679915	A	1.746714652	P	1.737319096	A	1.722042452	A	1.749809675	A	1.73038143	M
Affymetrix:CompositeSequence:HG-U133A_2:204233_s_at	5.168067195	P	4.914251444	P	5.55050587	P	5.478262638	P	4.85631718	P	5.135538501	P
Affymetrix:CompositeSequence:HG-U133A_2:204234_s_at	7.575576008	P	7.52726238	P	7.293319971	P	6.671048109	P	7.181374371	P	6.901494539	P
Affymetrix:CompositeSequence:HG-U133A_2:204235_s_at	3.187118453	A	3.334713436	P	3.882402281	P	3.377483222	P	3.494396111	P	4.051597799	P
Affymetrix:CompositeSequence:HG-U133A_2:204236_at	2.452612872	A	2.473656972	A	2.446769161	A	2.422712135	A	2.474229227	A	2.445264412	A
Affymetrix:CompositeSequence:HG-U133A_2:204237_at	2.934421968	A	3.109592285	P	3.121544852	P	2.853824542	A	3.310137413	P	3.109316851	P
Affymetrix:CompositeSequence:HG-U133A_2:204238_s_at	8.454023366	P	8.03605121	P	8.400884891	P	8.522199432	P	7.948776416	P	8.397409998	P
Affymetrix:CompositeSequence:HG-U133A_2:204239_s_at	2.736373977	A	2.761719644	A	2.727541425	A	2.706729075	A	2.770486177	A	2.729425339	A
Affymetrix:CompositeSequence:HG-U133A_2:204240_s_at	8.855481349	P	8.644319679	P	8.733176117	P	8.798010203	P	8.73365068	P	8.619029899	P
Affymetrix:CompositeSequence:HG-U133A_2:204241_at	3.28664769	P	3.271388192	P	3.250073999	P	3.672772844	P	3.267605794	P	3.247689701	A
Affymetrix:CompositeSequence:HG-U133A_2:204242_s_at	2.278215482	A	2.287347247	A	2.273772772	A	2.258833365	A	2.288722792	A	2.27039373	A
Affymetrix:CompositeSequence:HG-U133A_2:204243_at	6.745552983	P	6.401021645	P	6.26926	P	6.228789718	P	6.161204792	P	6.27681468	P
Affymetrix:CompositeSequence:HG-U133A_2:204244_s_at	11.63833525	P	11.64558346	P	11.50190689	P	11.30290152	P	11.76735411	P	11.36688369	P
Affymetrix:CompositeSequence:HG-U133A_2:204245_s_at	8.515936759	P	8.391120881	P	8.151488604	P	8.470646056	P	8.183365927	P	8.247623951	P
Affymetrix:CompositeSequence:HG-U133A_2:204246_s_at	9.398114471	P	9.225214982	P	9.465483459	P	9.474957905	P	9.25054699	P	9.409188825	P
Affymetrix:CompositeSequence:HG-U133A_2:204247_s_at	6.987959804	P	6.734467496	P	6.91967605	P	7.133091578	P	7.021538402	P	6.935651071	P
Affymetrix:CompositeSequence:HG-U133A_2:204248_at	4.654943262	A	4.697580982	A	4.67150246	A	4.727662025	P	5.016689651	P	4.885978351	P
Affymetrix:CompositeSequence:HG-U133A_2:204249_s_at	4.30080208	A	4.958007016	A	5.240893426	P	4.688874665	M	4.939021659	A	4.922315091	P
Affymetrix:CompositeSequence:HG-U133A_2:204250_s_at	2.141732554	A	2.15218646	A	2.139829751	A	2.125991641	A	2.153449926	A	2.135880865	A
Affymetrix:CompositeSequence:HG-U133A_2:204251_s_at	2.489544163	P	2.488101311	P	2.480822149	P	2.475409435	P	2.5012835	P	2.617568932	P
Affymetrix:CompositeSequence:HG-U133A_2:204252_at	8.64811668	P	8.693857415	P	9.075971015	P	8.689156734	P	8.885242915	P	9.242612837	P
Affymetrix:CompositeSequence:HG-U133A_2:204253_s_at	2.243255143	A	2.255036863	A	2.240515192	A	2.234125001	A	2.258829937	A	2.238531293	A
Affymetrix:CompositeSequence:HG-U133A_2:204254_s_at	6.523313838	P	6.73895666	P	6.741636874	P	6.779687012	P	7.062110712	P	6.828687284	P
Affymetrix:CompositeSequence:HG-U133A_2:204255_s_at	5.122455363	P	5.111084049	P	5.084467889	P	5.043622508	P	5.170396337	P	5.240828086	P
Affymetrix:CompositeSequence:HG-U133A_2:204256_at	6.961064263	P	6.283681298	P	6.119017626	P	6.786826059	P	6.285285084	P	6.270435465	P
Affymetrix:CompositeSequence:HG-U133A_2:204257_at	6.616437611	P	6.86016623	P	6.89990575	P	7.141855474	P	6.893658039	P	6.905286086	P
Affymetrix:CompositeSequence:HG-U133A_2:204258_at	9.446857735	P	9.618275614	P	9.433161575	P	9.312800625	P	9.512228821	P	9.300530181	P
Affymetrix:CompositeSequence:HG-U133A_2:204259_at	2.054849563	A	2.073413966	A	2.051334487	A	2.032985105	A	2.072166267	A	2.048928465	A
Affymetrix:CompositeSequence:HG-U133A_2:204260_at	2.18977873	A	2.21206686	A	2.188462187	A	2.177272531	A	2.205667066	A	2.183367575	A
Affymetrix:CompositeSequence:HG-U133A_2:204261_s_at	5.633580296	P	5.905346045	P	5.641543605	P	5.162496146	P	5.445055375	P	5.558117926	P
Affymetrix:CompositeSequence:HG-U133A_2:204262_s_at	5.877230131	P	5.989095894	P	5.905136176	P	5.72204362	P	5.877148067	P	5.803911122	P
Affymetrix:CompositeSequence:HG-U133A_2:204263_s_at	6.874245924	P	6.614320885	P	6.782077167	P	6.645481446	P	6.672556298	P	6.61506208	P
Affymetrix:CompositeSequence:HG-U133A_2:204264_at	8.410967016	P	8.364286579	P	8.392952703	P	8.189794598	P	8.358715656	P	8.119449968	P
Affymetrix:CompositeSequence:HG-U133A_2:204265_s_at	2.161823493	A	2.180565955	A	2.15993412	A	2.142875561	A	2.177969169	A	2.157002685	A
Affymetrix:CompositeSequence:HG-U133A_2:204266_s_at	6.221916792	A	6.013407534	A	6.071876317	A	6.058864489	A	5.928177311	A	6.28199016	A
Affymetrix:CompositeSequence:HG-U133A_2:204267_x_at	6.515427492	P	6.19756219	P	6.400922816	P	6.608567543	P	6.545626248	P	6.630580739	P
Affymetrix:CompositeSequence:HG-U133A_2:204268_at	5.336102249	P	5.861894508	P	6.232382901	P	5.804485064	P	6.754964863	P	6.87472119	P
Affymetrix:CompositeSequence:HG-U133A_2:204269_at	4.295416968	P	4.196516328	P	4.297616357	P	4.341093498	P	4.305892862	P	4.344401994	P
Affymetrix:CompositeSequence:HG-U133A_2:204270_at	2.585995763	P	2.547729795	M	2.533944467	A	2.433048118	A	2.567309059	P	2.529221059	M
Affymetrix:CompositeSequence:HG-U133A_2:204271_s_at	3.441388128	M	3.42866405	A	3.400669911	A	3.380075707	A	3.425735463	A	3.448661849	A
Affymetrix:CompositeSequence:HG-U133A_2:204272_at	3.188761677	P	3.205132053	P	3.192274836	P	2.893010012	P	3.204232767	P	4.120185136	P
Affymetrix:CompositeSequence:HG-U133A_2:204273_at	2.852926778	A	2.867146542	A	2.83088302	A	2.817358822	A	2.874003727	A	2.840750028	A
